issue,url,state,title,priority_label,priority_in_title,labels,milestone,assignees,last_activity,age_days,comments,lane,disposition,next_action,native_open_dependencies,native_dependency_coverage,flags,unchecked_body_items,acceptance_source,evidence_file,responsible_role,phase_activation,exit_evidence,review_date,release_rule,baseline,acceptance_items
Fortemi/fortemi#749,https://git.integrolabs.net/Fortemi/fortemi/issues/749,open,feat(matric-db): implement read-only ReferencedBackend after root enforcement decision,P0,,P0: Blocker; area/archives; area/crud; area/extraction; blocked; documentation; effort/medium; infrastructure; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:10:58Z,75,7,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,8,https://git.integrolabs.net/Fortemi/fortemi/issues/749,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Add `ReferencedBackend` or equivalent read-only backend implementing the existing storage abstraction.
- [ ] `read(...)` uses the final #890 model and returns stable not-found/unreachable/escape-denied errors when the source disappears, becomes unreadable, or fails containment.
- [ ] `exists(...)` returns `Ok(false)` for ordinary missing source paths and does not treat disappearance as a panic-level failure.
- [ ] `resolve_path(...)` returns a filesystem path only when the final #890 model permits doing so safely for downstream streaming/path adapters.
- [ ] `write` and `delete` return a typed read-only error and never mutate source files.
- [ ] Backend ownership of allowlist decisions is explicit: either #775 centralizes validation before this backend, or this backend performs the final containment check at every access boundary.
- [ ] Logs/errors do not expose raw host absolute paths to normal API/MCP clients.
- [ ] Tests cover read/exists/resolve_path, read-only write/delete, missing path, permission denied, post-validation symlink/path replacement, root escape denial, and no source mutation."
Fortemi/fortemi#750,https://git.integrolabs.net/Fortemi/fortemi/issues/750,open,feat(matric-db): streaming BLAKE3 content hash helper for large Referenced files,P1,,P1: High; area/archives; area/crud; area/extraction; documentation; effort/medium; infrastructure; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:13:09Z,75,4,F,execute,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee,6,https://git.integrolabs.net/Fortemi/fortemi/issues/750,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Add `compute_content_hash_stream(path: &Path)` or a reader-based equivalent that hashes in bounded chunks.
- [ ] Output is bit-identical to `compute_content_hash` for identical bytes over small/medium fixtures.
- [ ] Chunk size is documented and configurable/testable enough to cover boundary conditions.
- [ ] Errors for missing, permission-denied, and mid-read failure are typed or mapped consistently for DirectoryScan handling.
- [ ] Tests use bounded fixture sizes and table/property-style inputs. Avoid requiring a real 1GB fixture or an unstable memory benchmark in normal CI.
- [ ] DirectoryScan (#741/#763) uses this helper rather than reading full Referenced source files into memory."
Fortemi/fortemi#751,https://git.integrolabs.net/Fortemi/fortemi/issues/751,open,feat(matric-db): dispatch Referenced file reads through archive storage mode,P0,,P0: Blocker; area/archives; area/crud; area/extraction; blocked; documentation; effort/medium; infrastructure; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:13:09Z,75,3,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,8,https://git.integrolabs.net/Fortemi/fortemi/issues/751,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Repository read dispatch uses the final persisted model (`storage_mode='referenced'` and/or root-bound `FileSource::Referenced(...)`) rather than an ad hoc per-blob selector.
- [ ] Managed/default filesystem dispatch remains unchanged and covered by regression tests.
- [ ] Referenced source reads route through the Referenced backend only after source-path validation and allowlist gates are available.
- [ ] API attachment serving handles Referenced sources deliberately: large-file streaming, range behavior, missing-source errors, and thumbnail/sprite derived artifacts have explicit behavior rather than wildcard fallthrough.
- [ ] Worker direct-access mode treats Referenced source paths as read-only. Any optimized/transcoded/derived output is written under the Fortemi-owned derived root from #768/#769/#904, never copied back over the operator-owned source file.
- [ ] Invalid or unsupported storage-mode/source combinations fail closed with a typed storage error, not a fallback to managed filesystem behavior.
- [ ] Debug logs, job progress, adapter config, API errors, and audit events do not leak raw host topology except through an intentionally admin-only diagnostic path.
- [ ] Tests cover managed reads, referenced reads, invalid mode/source combinations, API download/streaming behavior, worker direct-access behavior, and no mutation of referenced source paths."
Fortemi/fortemi#752,https://git.integrolabs.net/Fortemi/fortemi/issues/752,open,feat(migrations): add Referenced storage fields to archive_registry,P0,,P0: Blocker; area/archives; area/crud; area/extraction; blocked; documentation; effort/medium; infrastructure; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:13:06Z,75,6,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/752,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Add a migration for `archive_registry` fields: `storage_mode`, `source_path`, `scan_config`, `last_scan_at`, `scan_status`, and any scan counters/error columns accepted by #739/#741/#744.
- [ ] `storage_mode` is non-null with safe default `managed` and constrained to accepted values.
- [ ] `scan_status` is non-null with safe default `idle` and constrained to accepted values.
- [ ] Existing managed-only databases migrate cleanly; all pre-existing rows remain managed/idle with unchanged behavior.
- [ ] Optional fields remain nullable where they are not meaningful for Managed archives.
- [ ] Development/test rollback removes added fields cleanly if this project maintains down migrations.
- [ ] Migration tests in #791 prove backward compatibility on existing archive rows."
Fortemi/fortemi#753,https://git.integrolabs.net/Fortemi/fortemi/issues/753,open,feat(matric-db): extend ArchiveInfo and ArchiveRepository with Referenced storage fields,P0,,P0: Blocker; area/archives; area/crud; area/extraction; blocked; documentation; effort/medium; infrastructure; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:13:07Z,75,4,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,6,https://git.integrolabs.net/Fortemi/fortemi/issues/753,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Extend `ArchiveInfo` with storage mode and scan metadata fields from #752 using backward-compatible serde/default behavior where needed.
- [ ] Extend repository query mapping in `crates/matric-db/src/archives.rs` for get/list/default/archive-cache paths.
- [ ] Preserve Managed semantics for existing callers; missing/new fields default to managed/idle only where that is safe and explicit.
- [ ] Avoid leaking raw `source_path` to unauthorized API consumers; expose display/redacted path policy through API layer or a separate DTO if needed.
- [ ] Compile all crates that depend on `ArchiveInfo`/`ArchiveRepository` and update tests/fixtures for new fields.
- [ ] Tests in #791 cover round-trip, cache refresh, managed backward compatibility, and redaction/display behavior."
Fortemi/fortemi#754,https://git.integrolabs.net/Fortemi/fortemi/issues/754,open,feat(matric-db): add create_referenced_archive() convenience method,P0,,P0: Blocker; area/archives; area/crud; area/extraction; blocked; effort/medium; infrastructure; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:13:07Z,75,4,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,8,https://git.integrolabs.net/Fortemi/fortemi/issues/754,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `create_referenced_archive(name, validated_source_identity, scan_config) -> Result<ArchiveInfo>` or equivalent helper is implemented after the final schema fields exist.
- [ ] Successful call sets `storage_mode='referenced'`, persists the final validated source identity from #775/#890, and initializes scan state to `idle`.
- [ ] Successful call preserves existing per-archive schema creation behavior.
- [ ] Helper rejects internally inconsistent mode/source combinations with a typed error.
- [ ] Helper does not accept arbitrary caller-provided absolute paths unless #890 explicitly chooses canonical absolute-path revalidation as the source-authority model.
- [ ] Integration test creates a Referenced archive against a validated temp source under the final policy and asserts persisted `storage_mode='referenced'` plus expected scan defaults.
- [ ] Tests cover managed archives remaining unchanged and invalid combinations such as `referenced` without source identity or `managed` with referenced-only fields populated.
- [ ] Source-root allowlisting, canonicalization policy, and request validation remain covered by #775/#771/#890 and their tests."
Fortemi/fortemi#755,https://git.integrolabs.net/Fortemi/fortemi/issues/755,open,feat(matric-db): verify drop_archive_schema never mutates Referenced source files,P0,,P0: Blocker; area/archives; area/crud; area/extraction; blocked; documentation; effort/medium; infrastructure; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:13:08Z,75,4,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,6,https://git.integrolabs.net/Fortemi/fortemi/issues/755,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Drop/delete code distinguishes Referenced source entries from Fortemi-managed blobs/derived artifacts using the final archive-level storage model.
- [ ] Dropping a Referenced archive never calls delete/write against the Referenced source backend or source paths.
- [ ] Source directory filesystem listing/checksums before and after drop are unchanged in tests.
- [ ] Fortemi-managed derived artifacts are removed only according to #743/#768/#770 policy.
- [ ] Partial cleanup failure is observable and retryable without touching source files.
- [ ] Tests coordinate with #783 so DB-level and API-level drop-safety expectations match."
Fortemi/fortemi#756,https://git.integrolabs.net/Fortemi/fortemi/issues/756,open,feat(matric-api): extend DefaultArchiveCache and ArchiveContext middleware to carry storage_mode,P0,,P0: Blocker; area/archives; area/extraction; area/rest-api; blocked; documentation; effort/medium; infrastructure; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:11:01Z,75,4,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,5,https://git.integrolabs.net/Fortemi/fortemi/issues/756,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `ArchiveContext` in `crates/matric-api/src/middleware/archive_routing.rs` carries storage mode using the final shared type/string representation.
- [ ] `DefaultArchiveCache` preserves existing TTL behavior while caching the new field.
- [ ] Existing managed-archive routing tests still pass.
- [ ] New helper such as `ArchiveContext::is_referenced() -> bool` is available to downstream handlers.
- [ ] Cache invalidation or immutability assumptions are documented; if storage mode is immutable after create, tests should encode that expectation."
Fortemi/fortemi#757,https://git.integrolabs.net/Fortemi/fortemi/issues/757,open,chore(Cargo): add ignore crate dependency for Referenced ScanWalker,P0,,P0: Blocker; area/archives; area/extraction; documentation; effort/small; infrastructure; security; testing,Referenced storage follow-up,,2026-06-22T21:38:42Z,75,3,F,execute,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee,5,https://git.integrolabs.net/Fortemi/fortemi/issues/757,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Add `ignore` to the workspace dependencies in `Cargo.toml` at the version accepted by cargo resolution, with a preference for current compatible `0.4.x` unless the repo policy pins otherwise.
- [ ] Add `ignore = { workspace = true }` to `crates/matric-jobs/Cargo.toml` if the scanner lives in `matric-jobs`.
- [ ] `Cargo.lock` is updated by normal cargo tooling.
- [ ] `cargo build -p matric-jobs` succeeds.
- [ ] Existing cargo audit/deny checks continue to pass; if a supply-chain advisory appears, document the decision instead of suppressing silently."
Fortemi/fortemi#758,https://git.integrolabs.net/Fortemi/fortemi/issues/758,open,feat(matric-jobs): implement ignore-aware ScanWalker for Referenced sources,P0,,P0: Blocker; area/archives; area/extraction; blocked; documentation; effort/large; infrastructure; jobs; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:11:32Z,75,6,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,8,https://git.integrolabs.net/Fortemi/fortemi/issues/758,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Add `ScanWalker` or equivalent around `ignore::WalkBuilder`.
- [ ] Every relevant `WalkBuilder` option is set intentionally and documented in code/tests; do not depend on crate defaults for security behavior.
- [ ] Sensitive path classification for `.env*`, `.ssh/`, `.aws/credentials`, private keys, VCS internals, and configured denylist paths happens before normal ignore/hidden skipping where #903 requires quarantine evidence.
- [ ] The accepted ignore policy is reproducible: global gitignore, user config, `.git/info/exclude`, and parent rules above the configured root are disabled unless #903 explicitly permits them.
- [ ] Source-tree `.gitignore`/`.ignore` behavior matches #903 and is recorded in scan metadata/counters.
- [ ] Symlinks are not followed by default; out-of-root symlink targets are skipped or quarantined according to policy without logging sensitive targets to unauthorized output.
- [ ] Files over max size are skipped with a safe reason/counter; permission-denied paths are counted and do not fail the entire scan.
- [ ] Tests cover hidden sensitive files, source-tree ignores, disabled global/user ignores, VCS/dependency/cache defaults, size cap, symlink behavior, permission denied, and deterministic counters."
Fortemi/fortemi#759,https://git.integrolabs.net/Fortemi/fortemi/issues/759,open,feat(matric-jobs): path-denylist quarantine for sensitive Referenced source paths,P0,,P0: Blocker; area/archives; area/extraction; blocked; documentation; effort/medium; infrastructure; jobs; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:11:29Z,75,7,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,6,https://git.integrolabs.net/Fortemi/fortemi/issues/759,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Path denylist runs before content reads and can quarantine files based on name/path alone.
- [ ] Default patterns cover common sensitive files/directories such as `.env`, private keys/certificates, `.ssh/`, credential stores, token files, and other accepted security fixtures.
- [ ] Match emits a quarantine event with safe metadata: relative/display path, rule family/name, pattern id, severity/status, timestamp.
- [ ] File content is not opened/read for path-denylist hits; tests prove this with a panic-on-read fixture or equivalent.
- [ ] Matched path details are redacted according to the final path disclosure policy; no raw host absolute paths in unauthorized logs/API output.
- [ ] Tests cover positive and benign false-positive cases."
Fortemi/fortemi#760,https://git.integrolabs.net/Fortemi/fortemi/issues/760,open,feat(matric-jobs): bounded content-regex secret quarantine for Referenced sources,P0,,P0: Blocker; area/archives; area/extraction; blocked; documentation; effort/medium; infrastructure; jobs; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:11:29Z,75,8,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,10,https://git.integrolabs.net/Fortemi/fortemi/issues/760,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Content scan reads only a configured bounded byte window per candidate file unless a later policy explicitly permits more.
- [ ] Detector ids, rule family, severity, version, and fixture ids follow the registry shape decided in #903.
- [ ] PEM private-key header detection is covered.
- [ ] AWS access key ID detection covers documented `AKIA` and temporary `ASIA` key id prefixes with false-positive controls.
- [ ] GitHub token detection covers accepted classic prefixes and fine-grained token shape only where a reliable pattern is accepted.
- [ ] JWT-like detection is treated as heuristic and has benign false-positive controls.
- [ ] Match emits a quarantine event with safe metadata only; matched content, regex captures, file contents, and surrounding context are never logged or persisted.
- [ ] Scanner ignore/hidden ordering from #903 ensures hidden sensitive files such as `.env*` and `.ssh/*` are not silently skipped before detector/quarantine policy can act.
- [ ] No online provider validity checks run during v1 scans unless a later explicit opt-in issue approves provider calls and privacy/security handling.
- [ ] Tests cover positive fixtures and benign controls for every detector family."
Fortemi/fortemi#761,https://git.integrolabs.net/Fortemi/fortemi/issues/761,open,feat(matric-jobs): bounded parallel ScanWalker execution,P1,,P1: High; area/archives; area/extraction; blocked; documentation; effort/medium; infrastructure; jobs; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:11:31Z,75,3,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,6,https://git.integrolabs.net/Fortemi/fortemi/issues/761,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Add parallel walk path using `ignore::WalkBuilder::build_parallel()` or equivalent after #758 establishes scanner behavior.
- [ ] Worker count is bounded by Fortemi runtime configuration with conservative defaults suitable for low-resource deployments; do not hard-code unbounded `num_cpus` behavior.
- [ ] Aggregation of counters/quarantine events is thread-safe and deterministic enough for tests and operator reporting.
- [ ] Errors from worker threads are collected and reported without dropping scan events.
- [ ] Bench/perf evidence is diagnostic unless CI hardware is controlled; functional correctness must not depend on a fragile speedup threshold.
- [ ] Tests cover thread-safe callback/aggregation, cancellation/error propagation, and equivalence with sequential walker output."
Fortemi/fortemi#762,https://git.integrolabs.net/Fortemi/fortemi/issues/762,open,feat(matric-core): add DirectoryScan job type for Referenced archive scans,P0,,P0: Blocker; area/archives; area/extraction; documentation; effort/medium; infrastructure; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:11:33Z,75,5,F,execute,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee,5,https://git.integrolabs.net/Fortemi/fortemi/issues/762,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Add `DirectoryScan` job type/variant in the shared job model used by API and workers.
- [ ] Payload includes archive identity and scan mode (`full` or final equivalent) without accepting arbitrary source paths from API/MCP callers.
- [ ] Serialization/deserialization and database persistence round-trip tests pass for the new job type.
- [ ] All match arms over job type are deliberately updated; unsupported components fail closed rather than treating DirectoryScan as generic extraction.
- [ ] Existing job behavior and tests remain unchanged."
Fortemi/fortemi#763,https://git.integrolabs.net/Fortemi/fortemi/issues/763,open,"feat(matric-jobs): implement DirectoryScanHandler orchestrating walk, hash, dedup, and ingest",P0,,P0: Blocker; area/archives; area/extraction; blocked; documentation; effort/large; infrastructure; jobs; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:11:30Z,75,5,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,11,https://git.integrolabs.net/Fortemi/fortemi/issues/763,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `DirectoryScanHandler` or equivalent job handler is implemented after `JobType::DirectoryScan`, scanner, schema, source-model, and storage backend pieces exist.
- [ ] Scan start sets persisted scan state to `scanning`; success returns it to `idle` or the accepted terminal success state; failure records an `error` state and safe error context.
- [ ] The handler never accepts arbitrary source paths in job payloads from API/MCP callers; it resolves archive id + configured root/source identity through #775/#890 policy.
- [ ] For each walked file: stream hash, check existing content hash/cache, link unchanged content without duplication, and create needed archive attachment/note records.
- [ ] Referenced source file records use the final #748/#890 referenced-source model and do not copy source bytes into managed storage.
- [ ] Scanner ordering follows #903/#758: sensitive denylist/quarantine evidence is not silently lost through hidden/default ignore handling.
- [ ] Secret pre-scan/quarantine integrates with #760/#765 before extraction jobs are queued for sensitive files.
- [ ] Derived artifacts created by downstream extraction are routed under the configured Fortemi-owned derived/companion location from #904/#768/#769.
- [ ] Re-running a scan over identical content is idempotent.
- [ ] Cancellation/SIGTERM preserves enough checkpoint/progress state to resume without duplicating rows or losing scan status.
- [ ] Safe progress/counter events are emitted without logging host paths, secret matches, raw file contents, or ignored sensitive filenames to unauthorized sinks."
Fortemi/fortemi#764,https://git.integrolabs.net/Fortemi/fortemi/issues/764,open,feat(matric-jobs): route Referenced extraction through safe path-access source model,P0,,P0: Blocker; area/archives; area/extraction; blocked; documentation; effort/medium; infrastructure; jobs; new-feature; security; testing,Referenced storage follow-up,,2026-06-22T23:11:34Z,75,4,F,retain-gated,"Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,9,https://git.integrolabs.net/Fortemi/fortemi/issues/764,evidence/Fortemi--fortemi-issues.json,"Server storage, jobs and API maintainers","Phase 4; design-first, not current release P0","Resolve source containment, scanner, error, derived-storage and transfer policy first; implement the issue in dependency order, with source-no-write, quarantine and isolation tests before rollout. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Extraction dispatch recognizes the final Referenced source representation from #748/#890/#751/#763, not a stale ad hoc per-blob string flag unless that model is explicitly reaccepted.
- [ ] Referenced text/document/media files can be extracted through path access without reading full content into memory where adapters support path input.
- [ ] Existing audio/video `_source_path` behavior remains unchanged for managed/internal flows.
- [ ] Referenced `_source_path` or equivalent adapter config is constructed only from validated archive metadata/root-bound handles; user-provided arbitrary paths are never accepted in extraction job payloads.
- [ ] If #890 chooses root-handle/capability access, extraction reads through the root-bound access helper rather than reconstructing raw absolute paths.
- [ ] If #890 chooses repeated canonical-path revalidation, extraction revalidates at open/read time and documents residual TOCTOU risk.
- [ ] If an adapter cannot safely handle path access, DirectoryScan/extraction falls back to bounded read or marks unsupported according to policy without mutating source files.
- [ ] Path access errors use typed storage/extraction errors from #902 and do not leak host topology in user-facing responses.
- [ ] Tests cover referenced path extraction, managed regression, unsupported adapter behavior, post-validation path replacement/symlink regression from #780, and no source mutation."
